English	Inglés
301069101	Si arrojas un cuerpo a otro guardia, lo noquearás. No puedes noquear a varios guardias con un lanzamiento.
185053908	Armas mortíferas
641428549	Coger un arma mortífera (como el cuchillo de Cooper) en una zona de civiles representa una acción hostil.
669781329	Antorchas y petróleo
2095483471	Si matas a alguien que lleve lámpara mientras esté en un charco de petróleo, la lámpara lo prenderá al caer.
1607728182	Conectar
310446603	Conectar es una habilidad muy versátil. Prueba a experimentar con diferentes objetivos y efectos.
1845298713	Control mental
603912455	Control mental se puede usar con diferentes fines. Prueba a experimentar si estás en apuros.
739788697	Señuelos de noche
591367716	De noche, puedes colocar señuelos como la bolsa de McCoy a la luz para que se vean desde más lejos.
825197218	Tómate tu tiempo
217894750	No tienes por qué completar una misión de un tirón. Puedes guardar en cualquier momento y volver luego cuando hayas descansado.
876399661	Cuchillo
1749163056	Derriba a un enemigo a corta distancia.
1589031175	Puñetazo
1638963563	Noquea a un enemigo a corta distancia.
1031684057	Viejo '51
567933229	Dispara a un enemigo con el Colt 1851 Navy. Se puede emparejar con el modelo del 63.
943917545	Modelo del 63
834457639	Dispara a un enemigo con el Remington modelo del 63. Se puede emparejar con el Colt 1851 Navy.
1646673140	Moneda falsa
63345104	Arroja una moneda falsa para hacer ruido. Los enemigos que estén lo bastante cerca mirarán hacia el ruido.
1584617927	Arrojar cuchillo
1858999661	Arrojar cuchillo
1371261109	Arroja el cuchillo para abatir a un enemigo a gran distancia. Luego hay que recogerlo.
1109372431	Arroja el cuchillo para abatir a un enemigo a gran distancia. Luego hay que recogerlo.
1881764354	El hacha
1636874639	Derriba a un enemigo a corta distancia. Puede matar casacas largas.
1879142254	Puño de martillo
771797553	Noquea a un enemigo a corta distancia. Puede derribar casacas largas.
1245144391	Bianca
1307582697	Coloca a Bianca (trampa para osos). Mata al primer enemigo que la pisa. Luego hay que recogerla.
1246149011	Silbato
823392386	Silba para hacer ruido. Los enemigos que estén lo bastante cerca mirarán hacia donde está Hector.
1909121017	Lo bueno
473693194	Da un sorbo para curar a Hector. Demasiado fuerte para los demás.
2029916213	Escopeta recortada
930899656	Dispara a enemigos con la recortada. Alcanza a todos los objetivos en el cono de daño.
2030315960	Ampolla de gas del pantano
1935924802	Arroja una ampolla de gas del pantano. Derriba a todos los enemigos al alcance. Los casacas largas son inmunes.
2008559261	Jeringa
439476221	Derriba a un enemigo a corta distancia.
577578858	Cloroformo
1468800898	Noquea a un enemigo a corta distancia.
652519200	Colt especial de cañón largo
944782434	Dispara a un enemigo con el Colt especial de cañón largo. Largo alcance, bastante silencioso.
1992836515	La bolsa del doctor
1392794492	Coloca la bolsa del doctor. El primer enemigo que la vea irá a por ella. Si se abre, ciega temporalmente al objetivo.
308968697	Vendas
596884874	Para curarte tú o a un aliado.
2090032874	Disfraz
1951322218	Te disfrazas para engañar a los enemigos. Si te ven durante una acción sospechosa, te lo quitarás automáticamente.
581063006	Atraer
1332211106	Atrae a un enemigo para alejarlo de su posición.
706585068	Flirteo
73015201	Flirteas con un enemigo para que esté solo pendiente de ti.
1107428992	Patada
1155721602	Noquea a un enemigo a corta distancia.
1810692848	Derringer
750399255	Dispara a un enemigo con tu Derringer. Alcance medio, casi silenciosa.
1222475897	Frasco de perfume
342608998	Lanza un frasco de perfume. Hace que los enemigos estornuden y queden cegados unos instantes.
1986695873	Hoz
1125828588	Derriba a un enemigo a corta distancia.
1431956252	Puñetazo
1300156090	Noquea a un enemigo a corta distancia.
1770076751	Conectar
465512209	Conecta a dos seres vivos. Lo que le ocurre a uno, le ocurre al otro. 
2145567661	Control mental
321059560	Sacrifica un punto de salud para controlar a un objetivo. El control mental termina al usar una habilidad o desplazar al objetivo más allá del alcance.
1491564257	Stella
279559842	Envía a Stella para distraer a un enemigo durante unos breves instantes.
611738972	Estramonio
968396522	Para curarte tú o a un aliado.
1533369021	Finalizar control mental
751024683	Retira el control sobre el objetivo. Los objetivos humanos quedarán sin sentido.
1424974583	Disparo bajo control mental
1599288725	Ordena a un enemigo que dispare a un objetivo. No hace sonar la alarma. Si la acción se detecta, matarán al enemigo.
478202770	Ataque bajo control mental
2010965602	Ordena a un enemigo que ataque a un objetivo. No hace sonar la alarma. Si la acción se detecta, matarán al enemigo.
1483614186	Ladrido de perro bajo control mental
46529980	Ordena ladrar a un perro. Los enemigos que estén lo bastante cerca irán adonde está el perro.
1607481843	Embestida bajo control mental
410027463	Ordena a un buey que embista con sus cuernos. Mata a todo el que tenga por delante. No hace sonar la alarma.
834805114	Coz bajo control mental
641060966	Ordena a un caballo que dé una coz. Noquea a todo el que se encuentre tras él.
1644388442	Cloqueo bajo control mental
714891915	Ordena cloquear a una gallina. Los enemigos que estén lo bastante cerca investigarán el alboroto.
1712320263	Grito bajo control mental
1316379827	Ordena a un civil pedir ayuda a gritos. Los enemigos que estén lo bastante cerca irán adonde está.
1136665942	Arroja el objeto que llevas encima.
31843472	Alcance: 4.
47662936	Noquea a un enemigo a corta distancia.
1953083019	Llevas algo encima. Suéltalo para realizar otras acciones.
1178284261	Modo Usar
237652163	Te permite interactuar con objetos del entorno.
1177887152	Postura de movimiento
393061807	Alterna entre estar de pie y agachado.
1023909297	Modo Duelo
1779079610	Planifica una acción por personaje. Cuando está activo se pausa el juego.
1057175114	Ejecutar modo Duelo 
1365900095	Ejecuta todas las acciones guardadas. Quita la pausa del juego.
1493216623	Ejecuta una sola acción.
1420882900	Ejecuta solo esta acción.
426824287	Reiniciar modo Duelo
1929244517	Reiniciar todas las acciones guardadas.
910575029	Registro
999285904	Busca objetivos de misión, pistas, progreso con las placas y registros de diálogo.
1333667769	Resaltar
1891512789	Resalta enemigos (en rojo) y objetos interactuables (en blanco).
1384505437	Zonas de alarma
2101249610	Muestra zonas de alarma./n Te indica qué guardias aparecerán si suena la alarma.
511438133	Avance rápido
583532999	Mantén pulsado el botón para acelerar el tiempo y reducir la espera.
210755940	Expandir mapa
1306747757	Expande el minimapa. También muestra las posiciones de los guardias.
1029619217	Restablecer cámara
600743980	Centra la cámara en el personaje seleccionado actualmente y la recoloca en la rotación recomendada.
1848674402	Girar en sentido contrario
1807927786	Mantén pulsado el botón para girar la cámara en sentido contrario a las agujas del reloj.
73412201	Girar en sentido normal
2017613828	Mantén pulsado el botón para girar la cámara en el sentido de las agujas del reloj.
196521541	Ampliar
1614643182	Acerca la cámara.
2009084322	Reducir
66070141	Aleja la cámara.
1175911774	Guardado rápido
1496729342	Haz clic para un guardado rápido./nNota: Puedes desactivar el recordatorio de guardado en el menú de opciones.
342483686	Salir de modo Duelo
1693433514	Sales del modo. Las acciones planificadas se guardan.
1262042390	Alcance
953856822	Duración
1354711653	Tiempo de reutilización
538458455	Radio de ruido
1395075531	Radio de efecto
1968769858	Tiempo de ajuste
658508894	Duración de muerte
693330154	Curaciones
44714549	A tope (solo Hector)
1351320459	+{0} (solo Isabelle)
1788577267	Habilidades pasivas
594543312	Puede subir por <passiveAbilityName>escaleras</passiveAbilityName>, <passiveAbilityName>enredaderas</passiveAbilityName> y <passiveAbilityName>cuerdas.</passiveAbilityName>
1263588832	Puede subir por <passiveAbilityName>escaleras.</passiveAbilityName>
764039211	Puede <passiveAbilityName>cargar con</passiveAbilityName> un solo cuerpo (de pie, normal).
1826755276	Puede <passiveAbilityName>cargar con</passiveAbilityName> dos cuerpos (de pie, deprisa).
30354001	Puede <passiveAbilityName>arrastrar</passiveAbilityName> un solo cuerpo (agachado, despacio).
1634612996	<passiveAbilityCannot>No puede</passiveAbilityCannot> <passiveAbilityName>cargar con</passiveAbilityName> cuerpos.
2052156763	Sabe <passiveAbilityName>nadar.</passiveAbilityName>
597313321	<passiveAbilityCannot>No sabe nadar.</passiveAbilityCannot>
1269477099	Desperados III
971883982	Optimizado para jugar a Desperados III y para aficionados al género de tácticas en tiempo real.
2074961100	Este es el esquema de control clásico de los juegos de tácticas en tiempo real. {0} para seleccionar personajes, {1} para moverte, {2}, {3}, {4}, {5}, {6} para las habilidades.
825544575	Estrategia en tiempo real clásica
2057998057	Optimizado para jugadores de estrategia en tiempo real. El movimiento y la selección se intercambian. Las habilidades están en QWERT.
1635060042	Este esquema de control se usa en la mayoría de los juegos de estrategia en tiempo real y multijugador de campo de batalla en línea tradicionales. {0} para seleccionar personajes, {1} para moverte, {2}, {3}, {4}, {5}, {6} para las habilidades.
1097308533	Movimiento de cámara con WASD
1871084952	Se basa en el esquema de control de Desperados III en lo que respecta al movimiento y la selección de personajes. Se ha modificado para poder mover la cámara con las teclas WASD en vez de con las teclas de cursor.
1358490674	Aquí puedes personalizar y crear nuevos esquemas de control. Los cambios se aplican de forma automática. Puedes alternar entre esquemas de control seleccionando el conmutador junto al botón./n/nActivo: {0}
1602189665	Tu configuración personalizada.
1524376688	Jugador
1873916024	Cám.
766903264	Menú
960651577	RuedaIU
1421349032	Escena
1080899783	General
613153956	Cono visual
555507018	GeneralNoCutscene
1866829885	¡CONFLICTO!
1008156003	Ya hay otra acción que usa este botón. ¿Asignar de todos modos? {0}
1660462859	REASIGNAR
1058572889	Pulsa cualquier botón para volver a vincular esta acción.
178427384	Acciones:
774853068	Desvincular
584715733	Stick derecho
1284445229	Stick izquierdo
1561855749	---
116814068	Crear una nueva configuración para cambiar las acciones de entrada
1362329991	Personalizado {0}
1190198233	Crear
1068196803	SELECCIONAR
1445520163	JUGADOR
580614165	Editar controles de jugador
657216753	CÁMARA
598043235	Editar controles de cámara
745724744	GENERAL
485190448	Editar controles generales
101526216	{0}
127821282	---
1812509848	RESTABLECER
1366477586	¿Restablecer todas las acciones de entrada a los valores por defecto?
1706772755	Aquí puedes personalizar y crear nuevos esquemas de control. Los cambios se aplican de forma automática. Para pasar a un esquema de control distinto, selecciónalo y pulsa {0}para aplicarlo./n/nActivo: {1}
152282435	Stick derecho
957749598	Stick izquierdo
573536425	Zoom de cámara
960958096	Giro de cámara a derecha
583071028	Giro de cámara a izquierda
1170656858	Seleccionar personaje
1200479920	Rueda de personajes
1593199432	Moverse
1603400940	Moverse
1551263779	Correr
1436388833	Agacharse
422031039	Acción contextual
565815288	Soltar
1466895198	Muerte por acción contextual
490857043	Seleccionar habilidad 1 (activa)
509373635	Seleccionar habilidad 2
2050968303	Seleccionar habilidad 3
92430955	Seleccionar habilidad 4
771827029	Seleccionar habilidad 5
582026003	Apuntar
1290681060	Habilidad
1833998590	Ejecución avanzada de habilidad
2038493822	Modo Visión
958235635	Continuar diálogo
644524852	Alternar acción contextual
1803048083	Seleccionar a Isabelle
463150884	Seleccionar a Hector
1778733118	Seleccionar a Cooper
2041969087	Seleccionar a McCoy
1943500125	Seleccionar a Kate
657133353	Seleccionar a otro
1531102395	Resaltar todo
1187336011	Activar modo Duelo
1076844111	Guardar puntos intermedios
1242391234	Ejecutar modo Duelo 
1784416254	Reiniciar modo Duelo todos
1997124204	Reiniciar modo Duelo Cooper
2122390231	Reiniciar modo Duelo McCoy
2075995503	Reiniciar modo Duelo Hector
164389443	Reiniciar modo Duelo Kate
889853637	Reiniciar modo Duelo Isabelle
1889610530	Giro libre de cámara
2020784017	Marcador de cono visual
1412335462	Guardado rápido
1246022481	Carga rápida
2102361814	Omitir escena
885289735	Restablecer cámara
1274816296	Quitar marcador de cono visual
934400398	Registro de misión
93003420	Cambiar habilidad contextual
1209272936	Rueda de habilidades
592088716	Ejecutar modo Duelo Cooper
194697378	Ejecutar modo Duelo McCoy
593481215	Ejecutar modo Duelo Hector
72661506	Ejecutar modo Duelo Kate
1480016166	Ejecutar modo Duelo Isabelle
1434391743	Centrar vista
463301716	Activar cono visual
2134400581	Seleccionar habilidad 1 (inactiva)
471100928	Minimapa
2045277445	Desplazar cámara a cursor de ratón
823722350	Registro de pistas
1727065249	Alternar zonas de alarma
546844236	Avance rápido
1683292453	Ejecución individual de modo Duelo (1)
1319146528	Ejecución individual de modo Duelo (2)
1754234124	Seleccionar todo
873052496	Modo Usar
683158720	Mover cámara a izquierda
1076162680	Mover cámara a derecha
197477233	Mover cámara abajo
850968016	Mover cámara arriba
661448433	Apuntar
1487160716	Moverse
1327285847	Girar/Zoom
1412174204	Cursor de cono visual
195564649	Cancelar acción
16149401	Cancelar apuntado
1744548455	Arrastrar cámara
1676920717	Selección múltiple
