English	Английский
298655280	Вот это жизнь!
1789775162	Как в старые добрые времена.
648000169	Ну, как дела?
817876933	Все хорошо.
830698670	Привет.
357366752	Здоров.
191569606	Порядок?
618566828	Да, конечно.
1778933691	Что-нибудь творится?
1263875469	Не.
2081795186	Закурить не найдется?
1026973060	Не, извини.
940223258	Пойдешь в салун вечером?
224232202	А то.
2124934648	Ничего не случилось?
2038275742	Не-а. Все спокойно.
1919557924	Как насчет картишек вечером?
1830402907	Спрашиваешь!
1515781158	Ну, как дела?
144544898	Не спрашивай.
1066043809	Когда выдвигаемся?
1740931131	Не знаю. Скоро. Наверное.
1375418294	Эй, а где весь виски?
1780416712	Вчера еще весь выдули.
345189728	На этот раз они выслали сопровождающих.
1219188071	Как будто это когда-то помогало.
205268684	В курсе, где Толстуха Энн?
260125397	Она на плато.
1070234556	Местные много хлопот доставляют?
1180957643	Да ты издеваешься!
991808565	Ну, ты как, порядок?
197932068	Угу. Дыра как дыра, видали и хуже.
915920059	Ну, как тут?
1987711002	Для свадьбы все готово.
15524038	Видали, какое платье у невесты?
1090270919	Ну да. 
1703477360	Видишь что-нибудь?
1660140081	Пока ничего. Будь начеку.
1107573045	Тут убийцы не пробегали?
1149419162	Не-а. И слава Богу.
110752159	Ничего так ранчо, а?
1551734543	Да, крупнее я в жизни не видел.
606466086	Дождь, что ли, собирается?
489833113	Ничо, не из сахара, не расклеишься.
1631096019	Эй, ты в порядке?
1410344561	Кажется, я простыл.
1370099998	Слышали про Флэгстон?
1848872954	Угу. Дыра дырой.
489468895	Думаешь, он был один?
1883688680	А черт его знает. 
1989334368	Видишь этого парня?
1354439957	Да. Сраный охотник за головами.
1858462346	Что тут творится-то вообще?
1936445947	Зуб даю, это все болотные ведьмы.
269945475	Думаешь, это правда? Ну, слухи про дьявола?
1029146633	Даже думать об этом не хочу.
148340071	Слушай, а может, девку оприходуем?
1755549648	Босс тебе твое хозяйство начисто отрежет.
840192405	Что вы там копаетесь?
2144854809	Нескольких беглецов еще не нашли.
648151727	Тебе инструкции выдали?
1933916278	Еще бы! Они все тут... кажется.
36917020	Что, в «Логово» сразу, как закончим?
1125783416	Не откажусь, хе-хе.
129090878	Слышали про болотных ведьм?
1629622092	Ты что, веришь в эти бредни?
2112582582	Что стряслось с командой Бакстера?
1359094338	Улов поперек горла встал.
1641774706	Интересно, что там на корабле?
1133165006	Нам это знать не положено.
370947510	Что там с Фрэнком-то?
1212097843	Мрачный весь ходит. Замышляет чего-то.
2050328114	Что за история с новенькими?
1247060918	Не знаю. Фрэнк сказал, глаз да глаз за ними.
460043815	Слышали про Новый Орлеан?
1765158267	Нет.
1082462987	Думаешь, они сюда попрут?
85149765	Ну, ДеВитт явно так считает.
1472165189	Фрэнк про этих ребят не шутил.
47033907	Мы их поймаем.
895861040	Что, нервничаешь, когда вокруг столько богатеев?
1946833463	Заткнись.
1784476798	Нам заплатят в двойном размере? Серьезно?
1892693736	Ага. А Фрэнк прощелкал.
1949184865	Думаешь, они придут?
1240553083	Фрэнк считает, что да.
2006762853	Прямо как в старые добрые времена.
537414759	Ага. Как же тут жарко.
683101355	Судя по всему, невеста его и убила...
1981160745	И прямо в день свадьбы, представляешь. Нам, кстати, приказали ее найти.
