English	English
1496729342	Clique para salvar rapidamente./nNota: Você pode desativar o lembrete de salvar no menu de opções.
342483686	Sair do modo Duelo
1693433514	Ao sair do modo. Ações planejadas são salvas.
1262042390	Alcance
953856822	Duração
1354711653	Recarga
538458455	Raio de ruído
1395075531	Raio de efeito
1968769858	Tempo de preparação
658508894	Duração da morte
693330154	Cura
1788577267	Habilidades passivas
594543312	Pode escalar <passiveAbilityName>escadas</passiveAbilityName>, <passiveAbilityName>trepadeiras</passiveAbilityName> e <passiveAbilityName>cordas.</passiveAbilityName>
1263588832	Pode escalar <passiveAbilityName>escadas.</passiveAbilityName>
764039211	Pode <passiveAbilityName>levar</passiveAbilityName> um único corpo (de pé, normal).
1826755276	Pode <passiveAbilityName>levar</passiveAbilityName> dois corpos (de pé, rápido).
30354001	Pode <passiveAbilityName>arrastar</passiveAbilityName> um único corpo (agachado, lento).
1634612996	Não <passiveAbilityCannot>pode</passiveAbilityCannot> <passiveAbilityName>levar</passiveAbilityName> corpos.
2052156763	Pode <passiveAbilityName>nadar.</passiveAbilityName>
597313321	<passiveAbilityCannot>Não sabe nadar.</passiveAbilityCannot>
825544575	Clássico RTS
1269477099	Desperados III
1358490674	Aqui, você pode personalizar e criar novas configurações de controle. As mudanças entram em efeito automaticamente. É possível alternar entre as configurações de controle pelas caixas de seleção à direita./n/nAtivo: {0}
971883982	Otimizado para jogar Desperados III e para fãs do gênero de táticas em tempo real.
2057998057	Otimizado para jogadores RTS. Mover e selecionar são trocados. As habilidades estão no QWERT.
1602189665	Seu esquema de botões.
1524376688	Jogador
1873916024	Cam
766903264	Menu
960651577	IndicadorIU
1421349032	Cinemática
1080899783	Geral
613153956	Cone
555507018	Geral Não Cinemática
1866829885	CONFLITO!
1008156003	Outra ação já está usando esse botão. Atribuir assim mesmo? {0}
1660462859	REATRIBUIR
1058572889	Pressione qualquer botão para reativar esta ação.
178427384	Ações:
774853068	Desvincular
584715733	Stick direito
1284445229	Stick esquerdo
1561855749	---
116814068	Crie um novo esquema para alterar as ações de entrada
1362329991	Personalizado {0}
1190198233	Criar
1068196803	SELECIONAR
1445520163	JOGADOR
580614165	Editar os controles do jogador
657216753	CÂMERA
598043235	Editar os controles de câmera
745724744	GERAL
485190448	Editar os controles gerais
101526216	{0}
127821282	---
1812509848	REDEFINIR
1366477586	Redefinir todas as ações de entrada para os valores padrão?
1706772755	Aqui você pode personalizar e criar novos layouts de controle. As alterações são aplicadas automaticamente. Para mudar de layout, selecione-o e pressione {0} para aplicar./n/nLayout ativo: {1}
152282435	Stick direito
957749598	Stick esquerdo
573536425	Zoom da câmera
960958096	Gira a câmera para direita
583071028	Gira a câmera para esquerda
1170656858	Selecionar personagem
1200479920	Indicador de personagem
1593199432	Mover-se
1603400940	Mover-se
1551263779	Correr
1436388833	Agachar
422031039	Ação de contexto
565815288	Derrubar
1466895198	Morte por Ação de contexto
490857043	Escolher habilidade 1 (ativa)
509373635	Escolher habilidade 2
2050968303	Escolher habilidade 3
92430955	Escolher habilidade 4
771827029	Escolher habilidade 5
582026003	Mirando
1290681060	Fazer habilidade
1833998590	Executar Habilidade Avançada
2038493822	Modo de visão
958235635	Continuar a Conversa
644524852	Alterar ação contextual
1803048083	Escolher Isabelle
463150884	Escolher Hector
1778733118	Escolher Cooper
2041969087	Escolher McCoy
1943500125	Escolher Kate
657133353	Escolher Mais
1531102395	Destacar todos
1187336011	Ativar modo duelo
1076844111	Salvar ponto de referência
1242391234	Executar modo duelo
1784416254	Reiniciar modo Duelo de todos
1997124204	Reiniciar modo Duelo de Cooper
2122390231	Reiniciar modo Duelo de McCoy
2075995503	Reiniciar modo Duelo de Hector
164389443	Reiniciar modo Duelo de Kate
889853637	Reiniciar modo Duelo de Isabelle
1889610530	Giro de câmera livre
2020784017	Marcador do cone
1412335462	Salvar registro rápido
1246022481	Carregar registro rápido
2102361814	Ignorar cinemática
885289735	Reiniciar câmera
1274816296	Remover marcador do cone
934400398	Registro da Missão
93003420	Alternar habilidade de contexto
1209272936	Indicador de habilidade
592088716	Executar o modo duelo de Cooper
194697378	Executar o modo duelo de McCoy
593481215	Executar o modo duelo de Hector
72661506	Executar o modo duelo de Kate
1480016166	Executar o modo duelo de Isabelle
1434391743	Visão de centro
463301716	Ativar cone
2134400581	Selecionar Habilidade 1 (inativa)
471100928	Minimapa
2045277445	Mover a câmera com o cursor do mouse
823722350	Registro de pistas
1727065249	Alternar zonas de alarme
546844236	Avanço rápido
1683292453	Execução individual no modo duelo (1)
1319146528	Execução individual no modo duelo (2)
1754234124	Selecionar todos
873052496	Modo de uso
683158720	Mover câmera para a esquerda
1076162680	Mover a câmera para a direita
197477233	Mover a câmera para baixo
850968016	Mover a câmera para baixo
661448433	Mirar
1487160716	Mover-se
1327285847	Girar / Zoom
1412174204	Cursor do cone
195564649	Cancelar ação
1744548455	Arrastar a câmera
1676920717	Seleção múltipla
156619757	Sem jogo salvo
1124342950	Sem alarme
1832680931	Sem vítimas
1474987982	Invisível
1705478780	Terminar a missão sem salvar.
460965416	Terminar a missão sem disparar nenhum alarme.
1031575441	Terminar a missão sem matar ninguém (exceto os alvos da missão).
866674594	Terminar a missão sem ser descoberto.
1055206746	Não use armas de fogo.
938248495	Não use jogo salvo durante a missão.
1221439810	Não acione nenhum alarme.
627762489	Não mate ninguém (exceto alvos de missão).
2049843189	Não seja visto por ninguém.
1081723203	Mate todos os inimigos.
1406208931	Conclua a missão em menos de {0} minutos.
14063527	Não mate ninguém e não dispare nenhum alarme.
1148110388	Esconda todos os corpos em arbustos, poços, casas, etc.
1428790442	Não apague nenhuma luz, inclusive as tochas carregadas pelos inimigos.
650066362	Não entre na água.
82324557	Não mate nenhum civil.
256810044	Não pise em superfícies barulhentas.
888490653	Mate todos os inimigos que carregam tochas.
950140396	Apague todas as tochas, inclusive as tochas carregadas pelos inimigos.
1295376244	Faça um inimigo seguir as suas pegadas por {0} metros.
1061741433	Não toque em nenhum arbusto ou palheiro.
413325399	Conclua a missão na dificuldade Difícil.
477910365	Mate todos, exceto os civis.
1889045333	Não pule e não use escadas, cordas ou trepadeiras.
121027725	Não mate nenhum casacos longos.
1666736140	Mate todos os casacos longos.
1895505204	Não use um disfarce.
1511084033	Não use a capacidade de conexão de Isabelle.
333914070	Faça com que a morte de {0} alvos pareça acidentes.
1609551893	Ouça {0} conversas particulares.
1261745902	Enterre Josh.
1871889850	Mate {0} alvos da missão ao mesmo tempo.
915982424	Não mate ou nocauteie ninguém na área dos trilhos de trem.
967883884	Tire uma foto do noivo morto.
98710076	Com Cooper, entre no prédio pela porta principal da varanda.
707714733	Mate {0} guardas com a metralhadora.
1258018290	Termine a missão sem usar uma tocha.
808979380	Ganhe a aposta com McCoy.
1715221562	Ganhe a aposta com Hector.
844798888	Queime {0} guardas em poças de óleo.
618964374	Não use a Metralhadora.
678675062	Pegue a dinamite do campo de tiro.
1582186343	Pegue a dinamite da pedreira.
803215006	Mate {0} guardas com toras rolantes.
722051751	Mate {0} guardas ao mesmo tempo em uma explosão da pedreira.
838084772	Mate {0} guardas ao destruir a ponte.
318564945	Liberte Kate ou Hector primeiro.
1156310251	Mate {0} guardas ao mesmo tempo.
1858403590	Mate {0} guardas com morte pelo ambiente.
2025392807	Termine a missão sem cruzar os trilhos do trem.
2133820715	Termine a missão sem largar Isabelle.
178577080	Use a carroça para bloquear os trilhos do trem.
1571886098	Use o gado para bloquear os trilhos do trem.
244143939	Mate {0} guardas com o trem.
1481679492	Salve todos os grupos de civis.
1404372168	Mate {0} bandidos ao mesmo tempo.
1091331607	Mate bandidos usando dinamite.
1720218840	Distraia {0} bandidos ao mesmo tempo usando a moeda de Cooper.
1383672889	Descubra os CodiNomes e localizações de todos os suspeitos.
455186100	Mate todos os suspeitos.
1825898325	Não mate nenhum suspeito.
2098414280	Nenhum nocaute ou morte física, exceto no caso de Isabelle.
2137533299	Não mate ninguém com McCoy.
634442317	Abra todas as jaulas.
891213051	Escolha o caminho à esquerda.
91772538	Escolha o caminho à direita.
663038595	Não use nenhuma das habilidades de Cooper.
1612499977	Mate os guardas usando cães.
142821827	Mate {0} guardas usando a roda a vapor.
1673149031	Não use as duas distrações.
1024782232	Use o controle da mente em Devitt.
438004702	Mate {0} guardas com uma estátua.
690968489	Não use nenhuma das habilidades de Kate ou Cooper.
668594279	Atravesse a mina pelo lado esquerdo.
367879890	Atravesse a mina pelo lado direito.
961420766	Não pegue dinamite.
1919873499	Mate {0} pessoas com dinamite.
146886998	Pegue apenas o equipamento de McCoy.
775058415	Selecione apenas Cooper.
1775990128	Mate os guardas com queda de pedras.
273940849	Não mude de lado com nenhum personagem.
497682000	Chegue à capela pela entrada da esquerda.
347856056	Chegue à capela pela entrada da direita.
32670292	Não selecione {0}.
1663542660	Sem sobreviventes.
1223921571	Cânion do Diabo/n(Capítulo I)
961120359	Era Uma Vez
266826627	Em algum lugar no deserto do México, dois cavaleiros se aproximam do esconderijo de um infame fora-da-lei.
1864224566	A alguns quilômetros da fronteira com o México, nas ruínas de uma antiga vila às margens dos penhascos do Cânion do Diabo./n/nHá rumores que um infame fora-da-lei se esconde aqui, um homem que só atende pelo nome de Frank./n/nHoje, dois cavaleiros do deserto estão se aproximando, caçadores de recompensas empenhados em entregar Frank, vivo ou morto.
773201330	O experiente caçador de recompensas James Cooper e seu filho John chegam ao Cânion do Diabo. O objetivo deles: esgueirar-se pelos muitos bandidos que guardam a área e eliminar o infame fora-da-lei Frank./n/nJames continua, dizendo a John para seguir e manter a cabeça baixa.
681032158	Vale Byers
2097221155	Atrasado no dia de pagamento
1657883687	Um trem de propriedade da influente Companhia DeVitt está a caminho da cidade de Flagstone. Passando por Vale Byers ele encontrou um obstáculo inesperado.
801719185	Correndo em trilhos recém-montados, um trem muito carregado serpenteia ao longo das paisagens das Montanhas Rochosas./n/nSeus vagões - com a marca da Companhia DeVitt - foram recentemente carregados em Denver e agora transportam pessoas e mercadorias para a pequena cidade montanhosa de Flagstone./n/nÀ medida que o trem entrou no Vale Byers, os passageiros ficaram inquieto. Bandidos estão perambulando por essas partes, e a Companhia perdeu mais de um trem nos últimos meses./n/nTalvez os mercenários contratados para escoltar o trem sejam suficientes para deter qualquer ataque dessa vez.
1457201141	John Cooper está sentado no trem indo para Flagstone, até que no Vale Byers, o trem é emboscado por bandidos. Ele permanece sem ser detectado, mas a tarefa que está pela frente é clara./n/nSe Cooper quiser manter seu compromisso em Flagstone, ele terá que cuidar primeiro dos bandidos.
1181215471	Flagstone
1786599235	Encrenqueiros em Flagstone
111549301	John Cooper veio a Flagstone para encontrar um velho amigo. Não demorou muito para se meterem em encrencas.
180909580	Localizada entre os picos das Montanhas Rochosas do Colorado, fica a pequena cidade de Flagstone. Lojistas, fazendeiros, ferreiros e taberneiros mantêm seus negócios diários./n/nTrabalhadores da Companhia DeVitt se misturam entre os locais enquanto continuam construindo a nova ferrovia através da cidade./n/nAssim que Cooper chega em Flagstone, ele vai direto à taberna, que está vazia exceto por alguns clientes regulares./n/nA garçonete lhe serve um copo de uísque, e ele degusta enquanto espera a chegada de um velho amigo.
1776442636	Em uma taberna em Flagstone, Cooper se encontra com seu velho amigo Hector./n/nOs dois imediatamente se metem em confusão quando espancam alguns trabalhadores da Companhia DeVitt, que estavam aterrorizando os locais. Não demorou muito para.../n/nCooper e Hector saem pela porta dos fundos e decidem ensinar uma lição aos trabalhadores da DeVitt... eliminando seus líderes.
842780950	Propriedade Higgins
1899333205	Até que a morte nos separe
1739483129	O homem que eles chamam de Frank está na propriedade do prefeito Higgins. John Cooper vai nessa direção, sem saber que um certo alguém por lá está se preparando para o casamento dela.
807976695	A meia hora de viagem pela montanha, a partir de Flagstone, fica a recém-construída propriedade do prefeito Higgins./n/nTendo chegado a uma riqueza considerável após certos acordos com a Companhia DeVitt, Higgins não poupou custos para equipar sua humilde morada com os mais modernos confortos e luxos./n/nRecentemente, toda a propriedade está ocupada com os preparativos do casamento. Depois de anos de recusa, finalmente o prefeito Higgings convenceu o amor de sua vida a estreitar os laços./n/nSem o conhecimento dele, no entanto, a noiva tem seus próprios planos para o grande dia.
1283415255	Kate O'Hara enganou o prefeito Higgins, acreditando que ela se casaria com ele. Seu objetivo real é ganhar acesso ao escritório dele, onde ela quer recuperar algo de grande valor./n/nTudo o que ela precisa é uma chave e uma oportunidade./n/nEnquanto isso, Cooper e Hector também estão indo para a propriedade do prefeito. Cooper entra sorrateiramente em busca do homem que eles chamam de Frank. Ele decide ir para o gabinete do prefeito./n/nSe as coisas derem errado, ele terá que fazer uma saída rápida.
