English	Anglais
1005629954	Si vous vous sentez audacieux, vous pouvez utiliser le bruit de coups de feu comme appât. Un coup de feu déclenchera l’alerte, mais peut attirer de grands groupes d’ennemis, notamment des longs manteaux, à l’endroit de votre choix.
2134260994	Contrôle mental des longs manteaux
705025876	Les longs manteaux sont résistants au contrôle mental d’Isabelle. Elle peut uniquement en prendre le contrôle lorsqu’ils sont étourdis.
656581142	Coupables sous contrôle mental
1599654236	Éliminer un personnage avec un garde sous contrôle mental désignera celui-ci comme coupable. Si d’autres gardes sont témoins du meurtre, ils attaqueront le coupable. S’ils trouvent le coupable inconscient près de la victime, ils le ligoteront.
97437742	Coupables et longs manteaux
335053795	Si un long manteau est étourdi par un gardien sous contrôle mental, il se souviendra du visage du coupable et le tuera la prochaine fois qu’il le verra.
1258883271	Compétences de contrôle mental
1486407837	Les compétences disponibles lorsqu’un personnage est sous contrôle mental dépendent de la victime. Les gardes peuvent éliminer quelqu’un avec leur arme. Les civils peuvent appeler à l’aide pour appâter les gardes.
1289329808	Connexion et distractions
759975619	Si deux gardes sont connectés et l’un d’eux entend un bruit (par exemple, la pièce de Cooper), les deux gardes regarderont dans la direction du bruit.
2003290337	Connexion et appâts
241375047	Si deux gardes sont connectés et l’un d’eux est appâté par un leurre (par exemple, le sac de McCoy), l’autre fera également quelques pas dans la direction de l’appât, puis s’en désintéressera et retournera à son poste.
1911833233	Connexion et types de dégâts
477939682	Une connexion transfère toujours le même type de dégâts. Si vous éliminez un garde, son partenaire mourra également. Si vous en assommez un, l’autre sera également étourdi.
400560812	Connexion et longs manteaux
1973720970	Un long manteau peut être étourdi par les dégâts infligés à un garde connecté. L’effet sera toujours un étourdissement, même si le type de dégâts devrait normalement le tuer directement (par exemple, la hache d’Hector).
696649581	Connexion et compétences d’aveuglement
137918846	Si deux gardes sont connectés et l’un d’eux est aveuglé (par exemple, par le parfum de Kate), les deux gardes seront aveuglés.
331045493	Déplacements du chat
753041168	Le chat d’Isabelle peut grimper aux échelles, aux vignes et aux cordes. Toutefois, il ne peut pas nager.
2127142431	Faire les poches
602778606	Si un garde transporte un objet important, Kate peut lui faire les poches pour l’obtenir.
801171987	Eaux peu profondes et corps
735202007	Les eaux peu profondes peuvent être utilisées pour dissimuler des corps.
1288975608	Allumer une torche
127998834	Vous pouvez allumer une torche à tous les feux ouverts dans l’environnement, notamment aux autres torches.
139855627	Torches et buissons
1348930656	Si votre personnage s’accroupit dans un buisson, sa torche s’éteindra. 
328319678	Corps de gardes éliminés avec l’environnement
2026724582	Vous pouvez utiliser les corps de gardes éliminés avec l’environnement comme des appâts sans donner l’alerte.
1591065676	Jeter un corps
301069101	Si vous jetez un corps sur un autre garde, ce dernier sera assommé. Vous ne pouvez pas assommer plusieurs gardes en jetant un seul corps.
185053908	Armes utilisées pour éliminer un personnage
641428549	Ramasser une arme qui a été utilisée pour éliminer un personnage (par exemple, le couteau de Cooper) dans une zone civile est considéré comme une action hostile.
669781329	Lampes et pétrole
2095483471	Si vous éliminez un personnage portant une lampe alors qu’il est debout dans du pétrole, la lampe enflammera le pétrole en tombant au sol.
1607728182	Connexion
310446603	La compétence Connexion est vraiment très adaptable. Essayer d’expérimenter ses effets sur différentes cibles.
1845298713	Contrôle mental
603912455	Le contrôle mental peut être utilisé pour atteindre de nombreux objectifs différents. Essayez d’expérimenter avec cette action si vous êtes en difficulté.
739788697	Appâts de nuit
591367716	La nuit, vous pouvez placer des appâts tels que le sac de McCoy dans la lumière pour les rendre visibles de plus loin.
825197218	Prenez votre temps
217894750	Rien ne vous oblige à terminer une mission en une seule fois. Vous pouvez sauvegarder votre partie à tout moment, puis la reprendre plus tard, avec un esprit frais.
876399661	Couteau
1749163056	Éliminez un ennemi à courte portée.
1589031175	Coup de poing
1638963563	Assommez un ennemi à courte portée.
1031684057	Le vieux 51
567933229	Abattez un ennemi avec le Colt 1851 Navy. Il peut être associé au New Model Army.
943917545	Le New Model Army
834457639	Abattez un ennemi avec le Remington New Model Army. Il peut être associé au Colt 1851 Navy.
1646673140	Fausse pièce
63345104	Lancez une fausse pièce de monnaie pour faire du bruit. Les ennemis à portée regarderont dans la direction du bruit.
1584617927	Couteau de lancer
1858999661	Couteau de lancer
1371261109	Lancez le couteau pour éliminer un ennemi à distance. Le couteau doit être récupéré pour être réutilisé.
1109372431	Lancez le couteau pour éliminer un ennemi à distance. Le couteau doit être récupéré pour être réutilisé.
1881764354	La hache
1636874639	Éliminez un ennemi à courte portée. Permet de tuer les longs manteaux.
1879142254	Coup de poing colossal
771797553	Assommez un ennemi à courte portée. Permet d’assommer les longs manteaux.
1245144391	Bianca
1307582697	Placez Bianca (un piège à ours). Tue le premier ennemi qui marche dessus. Bianca doit être récupérée pour être réutilisée.
1246149011	Sifflement
823392386	Sifflez pour faire du bruit. Les ennemis à portée se déplaceront dans la direction d’Hector.
1909121017	Gnôle délicieuse
473693194	Buvez-en une gorgée pour soigner Hector. Elle est trop forte pour quiconque d’autre.
2029916213	Fusil à canons sciés
930899656	Abattez les ennemis avec le fusil à canons sciés. Le tir toutes les cibles présentes dans le cône de dégâts.
2030315960	Fiole de gaz des marais
1935924802	Lancez une fiole de gaz des marais. Élimine tous les ennemis à portée. Les longs manteaux sont immunisés.
2008559261	Seringue
439476221	Éliminez un ennemi à courte portée.
577578858	Chloroforme
1468800898	Assommez un ennemi à courte portée.
652519200	Colt Buntline Special
944782434	Éliminez un ennemi de loin avec le Colt Buntline Special. Longue portée, plutôt silencieux.
1992836515	Le sac du docteur
1392794492	Placez le sac du médecin. Le premier ennemi à l’apercevoir viendra le chercher. S’il l’ouvre, il sera brièvement aveuglé.
308968697	Bandages
596884874	Soignez Doc ou un allié.
2090032874	Déguisement
1951322218	Enfilez un déguisement pour tromper vos ennemis. Si quelqu’un vous voit commettre une action suspecte, le déguisement sera automatiquement enlevé.
581063006	Appât
1332211106	Appâtez un ennemi pour l’éloigner de sa position.
706585068	Séduction
73015201	Séduisez un ennemi pour qu’il ne vous quitte pas du regard.
1107428992	Coup de pied
1155721602	Assommez un ennemi à courte portée.
1810692848	Derringer
750399255	Abattez un ennemi avec votre Derringer. Portée moyenne, presque silencieux.
1222475897	Fiole de parfum
342608998	Lancez une fiole de parfum pour faire éternuer les ennemis et les aveugler brièvement.
1986695873	Faucille
1125828588	Éliminez un ennemi à courte portée.
1431956252	Coup de poing
1300156090	Assommez un ennemi à courte portée.
1770076751	Connexion
465512209	Connectez deux cibles vivantes. Ce qui arrive à l’une arrive à l’autre.
2145567661	Contrôle mental
321059560	Sacrifiez un PV pour prendre le contrôle d’une cible. Utiliser une compétence ou déplacer la cible hors de la portée de l’action met fin au contrôle mental.
1491564257	Stella
279559842	Envoyez Stella distraire un ennemi pendant un bref instant.
611738972	Stramoine
968396522	Soignez Isabelle ou un allié.
1533369021	Arrêter le contrôle mental
751024683	Renoncez au contrôle de la cible. Les cibles humaines seront assommées.
1424974583	Contrôle mental – Coup de feu
1599288725	Ordonnez à un ennemi d’éliminer une cible. Ne déclenche pas l’alerte. Si l’action est détectée, l’ennemi sera abattu.
478202770	Contrôle mental – Attaque
2010965602	Ordonnez à un ennemi d’attaquer une cible. Ne déclenche pas l’alerte. Si l’action est détectée, l’ennemi sera abattu.
1483614186	Contrôle mental – Aboiement
46529980	Ordonnez à un chien d’aboyer. Les ennemis à portée se déplaceront vers l’endroit où se trouve le chien.
1607481843	Contrôle mental – Cornes de taureau
410027463	Ordonnez à un taureau d’attaquer avec ses cornes. L’attaque tue tout personnage présent devant le bœuf. Ne déclenche pas l’alerte.
834805114	Contrôle mental – Ruade
641060966	Ordonnez à un cheval de ruer vers l’arrière. L’attaque assomme tout personnage présent derrière le cheval.
1644388442	Contrôle mental – Gloussement
714891915	Ordonnez à une poule de glousser. Les ennemis à portée iront examiner la cause du bruit.
1712320263	Contrôle mental – Cri
1316379827	Ordonnez à un civil d’appeler à l’aide. Les ennemis à portée se déplaceront vers l’endroit où se trouve le civil.
1136665942	Lancez l’objet que vous portez.
31843472	Portée : 4.
47662936	Assommez un ennemi à courte portée.
1953083019	Vous portez quelque chose. Lâchez-le pour exécuter d’autres actions.
1178284261	Mode Utiliser
237652163	Vous permet d’interagir avec des objets dans l’environnement.
1177887152	Posture de déplacement
393061807	Accroupissez-vous ou mettez-vous debout.
1023909297	Mode Affrontement
1779079610	Planifiez une action par personnage. La partie en mise pause lorsque le mode est actif.
1057175114	Exécuter le mode Affrontement
1365900095	Exécute toutes les actions enregistrées. La partie reprend son cours.
1493216623	Exécuter une action.
1420882900	Exécutez uniquement cette action.
426824287	Réinitialiser le mode Affrontement
1929244517	Réinitialise toutes les actions enregistrées.
910575029	Journal
999285904	Consultez les objectifs de la mission, des conseils, la progression des insignes et le journal des dialogues.
1333667769	Affichage en surbrillance
1891512789	Affiche les ennemis (en rouge) et les objets utilisables (en blanc) en surbrillance.
1384505437	Zones d’alerte
2101249610	Affiche les zones d’alerte. Indique quels gardes apparaîtront si l’alerte est donnée.
511438133	Avance rapide
583532999	Appuyez longuement sur le bouton pour accélérer le déroulement du jeu et réduire les temps d’attente.
210755940	Agrandir la carte
1306747757	Agrandit la mini-carte. Affiche également les positions des gardes.
1029619217	Réinitialiser la caméra
600743980	Centre la caméra sur le personnage actuellement sélectionné et réinitialise la rotation de la caméra dans la position recommandée.
1848674402	Rotation dans le sens antihoraire
1807927786	Appuyez longuement sur le bouton pour faire pivoter la caméra dans le sens antihoraire.
73412201	Rotation dans le sens horaire
2017613828	Appuyez longuement sur le bouton pour faire pivoter la caméra dans le sens horaire.
196521541	Zoom avant
1614643182	Effectue un zoom avant avec la caméra.
2009084322	Zoom arrière
66070141	Effectue un zoom arrière avec la caméra.
1175911774	Sauvegarde rapide
1496729342	Cliquez pour effectuer une sauvegarde rapide./nRemarque : vous pouvez désactiver les rappels de sauvegarde dans le menu des options.
342483686	Quitter le mode Affrontement
1693433514	Quitte le mode. Les actions planifiées sont enregistrées.
1262042390	Portée
953856822	Durée
1354711653	Délai de réutilisation
538458455	Rayon sonore
1395075531	Rayon d’effet
1968769858	Durée de préparation
658508894	Durée d’élimination
693330154	Soigne
44714549	Totalité (Hector uniquement)
1351320459	+{0} (Isabelle uniquement)
1788577267	Compétences passives
594543312	Peut grimper aux <passiveAbilityName>échelles</passiveAbilityName>, aux <passiveAbilityName>vignes</passiveAbilityName> et aux <passiveAbilityName>cordes</passiveAbilityName>.
1263588832	Peut grimper aux <passiveAbilityName>échelles</passiveAbilityName>.
764039211	Peut <passiveAbilityName>porter</passiveAbilityName> un corps (debout, normal).
1826755276	Peut <passiveAbilityName>porter</passiveAbilityName> deux corps (debout, rapide).
30354001	Peut <passiveAbilityName>tirer</passiveAbilityName> un corps (accroupi, lent).
1634612996	Ne peut <passiveAbilityCannot>pas</passiveAbilityCannot> <passiveAbilityName>porter</passiveAbilityName> un corps.
