English	Englisch
2051936206	Aber sie haben nie irgendwem davon erzählt, dass alles abgerissen wurde. Diese armen Leute.
1459256018	Wenn du mich fragst, ist die Eisenbahn eine gute Sache.
1540856498	Die wollen, dass wir alle verschwinden, Earl. Begreifst du das denn nicht?
1125952649	Die Schienen verlaufen direkt neben meinem Laden. So, wie ich das sehe, ist das gut fürs Geschäft.
260168679	Ach, du solltest dich was schämen.
2139771842	Hast du gehört, was mit der Kirchenglocke neulich passiert ist?
171777025	Ja. Stell dir nur vor, sie wäre am Sonntag heruntergefallen, als die halbe Stadt darunter stand.
682214325	Ich will gar nicht darüber nachdenken ...
1355221049	Ah, ein Kunde. *lacht*
1932236038	Lassen Sie mich Maß nehmen. *lacht*
122688935	Kopfschmerzen, hm? Trinken Sie einen Whiskey.
210796653	Brustschmerzen? Trinken Sie einen Whiskey.
1361162606	Angeschossen? Dann weiß ich das Richtige: Trinken Sie einen Whiskey.
1550926584	Ärger mit der Frau? Trinken Sie einen Whiskey.
182259747	Sie fühlen sich unbedeutend im Vergleich zur gewaltigen Leere unseres sich ausdehnenden Universums? Trinken Sie einen Whiskey.
1744955242	Whiskey ist alle? Pech.
283509717	Oh, hallo, schöner Mann.
2136886490	Immer noch hier, schöner Mann?
68530541	Willkommen in Flagstone, Cowboy.
1658486925	Ach, hallöchen, Cowboy.
1185929498	Bist du ein Revolverheld?
269530303	Willkommen in Flagstone, Großer.
719554718	Ähm ... Hi.
127549407	Hey, Großer.
929547097	Hey, Cowboy.
1844286634	Revolverheld, hm?
160532248	Ach, hallöchen!
368800716	Hey, großer Mann.
967592717	Oh, haha.
1497368542	Sie sind aber groß.
1869276301	Weitergehen.
1467788421	Was gucken Sie so?
807605220	Was?
1321739430	W-Was wollen Sie?
208098876	W-Weitergehen, Sir.
1316482225	W-Was?
613580046	Weitergehe.
2385115	Ey, was guckste denn so?
1774966609	Alter, was zum Teufel ...?!
670040870	Was zum Teufel wollen Sie?!
1861377146	Weitergehen. Sofort.
1910319475	Was zum Teufel ...?!
66447633	Sie haben es wohl geschafft.
239742081	Ich stöbere nur.
1454583597	Bis später ... oder auch nicht.
1549815304	Entschuldigung?
1861490142	Kennen wir uns?
593728846	Ich versuche, zuzuhören.
1251247827	Ha! Er glaubt wirklich, er könnte den Bullen reiten!
1012726449	Ihr zwei seid also in eine Schießerei geraten, und nun will er dir an den Kragen?
868584661	Offenbar hat Jarvis schon den ganzen Tag an dem Bullen gearbeitet.
444350566	Du kennst das doch. Manche Typen können es einfach nicht lassen. Wie damals in El Paso.
864913954	Ha, wenn dieser Bulle wütend wird, bekommen wir was zu sehen. Wie damals in El Paso.
1863617101	Wie jedes Mal in El Paso.
392132413	Zeig dem Bullen, wer der Boss ist, Boss!
954104016	Ich werde den Willen dieses Mistviehs brechen, wartet es nur ab.
1743065594	Lasst dich nicht von ihm erwischen, Boss!
484357500	Ich bin noch beim Aufwärmen, keine Sorge! Nächstes Mal kriege ich ihn, pass nur auf.
2119554904	Dieser Bulle hat keine Chance bei dir, Boss.
135762165	Da hast du verdammt noch mal recht. Ich bin der Beste!
1296674087	Offenbar war Jarvis doch keine so große Nummer.
1934746503	Damit hat sich Jarvis erledigt. Ich hab ihm gesagt, er soll’s sein lassen.
1028846366	Das war der Erste. Weiter zum Nächsten. Hast du schon Spaß?
210201627	Jede Menge.
1920493164	Einer erledigt, drei übrig. Wo du mich überall reinziehst ...
1025778135	Wir haben Schlimmeres durchgemacht. Los, zur Straße.
926318647	Offenbar ist es geschlossen.
968863431	Das Bordell. Seit Wild Marge es übernommen hat, kommen die Stadtbewohner nicht mehr rein.
1016228655	Dann halt nicht durch den Vordereingang. Also gut, möglichst unauffällig. Lass uns einen anderen Weg hinein finden.
773411105	Hier unten.
171969419	Hey, Cooper. Hier unten.
1804048600	Hier kommen wir ins Bordell rein. Möglichst unauffällig bleiben.
907428322	Sieh dir dieses Bordell an. Das größte Gebäude in der Stadt.
687956115	Erinnert mich an das in Deadwood.
660765928	In Deadwood gibt es viele Bordelle.
304923026	Du weißt schon – das, aus dem sie mich rausgeworfen haben.
1197440159	Das grenzt die Auswahl nicht ein.
785732256	Also gut, wir sind drin. Hübsch hier.
1122523221	Wird schwierig werden, zu Marge zu gelangen. Sie ist in der obersten Etage.
456580536	Es gibt immer einen Weg.
646414453	Hey, Bedienung! Mehr Whiskey!
1685343001	I-Ich hole welchen.
287534887	Mehr Whiskey! Beeilung!
1492091083	Ja, Ma’am!
726987380	Lass das. Hol endlich den Whiskey.
1120377451	N-Natürlich, t-tut mir leid, ich hole ihn.
687649935	Was willst du?
1652250045	Was glaubst du denn? Whiskey für die Lady.
449459114	Also gut, dann geh hoch.
978446912	Sag, was du willst.
1332490340	Ist das dein Ernst? Sie will mehr Whiskey.
118126660	Gut. Du kannst hoch.
2042492765	Ihr Whiskey, Madam.
1886486558	Verdammt, warum nicht ...
993296811	Aah ... gutes Zeug.
1640929120	Hrm ... nur ein Schlückchen.
1147999977	Mhh ... Oh, ja.
472276261	Hmm ... Vielleicht können wir was in den Whiskey tun?
1938203517	Hey, Amigo. Meinst du, wir könnten was in den Whiskey tun?
40499276	Ha, ich könnte meinen Whiskey da reinkippen.
1989642541	Wir brauchen stärkeres Zeug, wenn wir sie umbringen wollen.
1690003240	Hier ist eine Flasche ...
1357892389	Hey, Amigo. Was steht da auf der Flasche?
1726962301	Laudanum! In hoher Dosierung ist das ebenso gut wie Gift. Lass uns das mal ausprobieren.
533733250	Pah! Wenn du meinst.
518116007	Prost.
785736607	Eine Schande, was den Whiskey betrifft.
1823097407	Ich weiß nicht, Amigo. Wenn du jemanden umbringen willst, dann sieh im in die Augen.
1681482582	So, wie du mit dieser riesigen Bärenfalle?
1806652712	Hey, Bianca hat nichts damit zu tun!
1586455645	Wa... Irgendwas ...
964256332	H-Hey! Was ist los? Hilfe!
408677718	Was zum Teufel ...?!
1892649360	Scheiße! Sie ist tot! Vielleicht war es der Whiskey ...
1721722381	Ich muss die anderen warnen!
433108508	Gute Nacht, Wild Marge.
772149685	Das war es wohl mit Marge.
1399763221	Also gut, zwei erledigt.
653569855	Das war Nummer zwei. Jetzt sag nur, das macht dir keinen Spaß.
247807550	Na ja, zumindest haben wir die Hälfte geschafft.
1656128365	Seht euch um ... wir bauen in diesem Kaff etwas Ordentliches auf. So macht man das.
1400404384	Ja, genau, Sir. 
1286619312	Sie haben vollkommen recht, Sir.
531548043	Passt gut auf. In ein paar Monaten ist hier alles zivilisiert.
1124638527	Zum Glück, Sir! 
852984072	Ich kann es kaum erwarten, Sir! 
399513694	Ha! Eine Kirche in einem gottverlassenen Ort wie diesem. Wie ikonisch.
169776797	Äh ... Sir, ich glaube, Sie meinen „ironisch“ ...
322456581	Klappe, Jeremiah! Er bringt dich noch um.
444461650	Wir haben uns hier versammelt, weil unser guter Freund Bill von uns geschieden ist, erschlagen von einer Wand, die irgendein Idiot nicht ordentlich gebaut hatte.
409318720	Hehe ... Ich war’s nich!
878016439	Halt die Klappe, Josh.
929043127	Wir sind hier, um seine erschlagenen Überreste an die Erde zu übergeben. Asche zu Asche, Staub zu Staub und so.
1508246087	Leute, an mehr kann ich mich nicht erinnern. Hat irgendwer von euch Knallköpfen irgendwas zu sagen?
903238742	Ja, ich hab was. Bill war ein guter Mann. Hat keiner Fliege was zuleide getan. Hat seine Frau geschlagen, als gäbe es kein Morgen. Aber wer tut das nicht, hm? Ruhe in Frieden, Bill.
1293668422	Bill fehlt mir. Er war echt fähig, ja. Niemand konnte eine Wand so schnell und gerade ziehen wie Billy. Vor allem Josh nicht, wie uns jetzt allen klar ist.
34616657	Ich war’s nich, hab ich gesagt!
1617731165	Und ich hab gesagt, du sollst deine verdammte Klappe halten.
955829136	Also gut. Ich denke, jetzt ist alles gesagt. Ihr zwei, beginnt mit dem Zuschaufeln. Ich glaub, ich brauch einen Drink.
711013061	Damit wären drei erledigt.
243224828	Macht insgesamt drei. 
1462366558	Wie kommt es, dass du dich mit jedem großen Arschloch in der Stadt angelegt hast?
957382233	Vielleicht, weil ich große Arschlöcher nicht ausstehen kann.
400273429	Was ist da drin los?
579796830	Da werden die Schienen verlegt. McBane ist der Vorarbeiter und lässt keinen auf die Baustelle.
1604301042	Dann sollten wir leise hingehen.
1458208472	Deshalb musste der Zug also außerhalb der Stadt anhalten.
1550994567	Man sollte annehmen, dass die Eisenbahn für die Leute hier gut wäre. Aber dann haben sie den halben Ort abgerissen. Wer auch immer das angewiesen hat, will, dass diese Leute von hier verschwinden.
1441992625	Das wäre Vincent DeVitt, dem gehört die Eisenbahn.
2083311056	Wenn du das sagst. Männer wie er sind der Grund, warum hier alles den Bach runtergeht.
308963957	Klar, weil er Männer wie uns hat, die für ihn die Drecksarbeit machen. 
253997050	Du verdirbst die Stimmung, Amigo.
1327133639	Ach, Scheiße! Wir brauchen ein paar echte Arbeiter, gottverdammt.
290619400	Diese Idioten. Wir werden niemals rechtzeitig fertig.
1290020865	Was soll ich denn tun? DeVitt wird das gar nicht gefallen.
635295399	Findet ihr das etwa lustig?! Seht euch diese Wand an! Völlig falsch!
493464044	Wer von euch Schwachköpfen hat die gebaut? DeVitt wird außer sich sein!
790174616	Habt ihr euch überhaupt die Pläne angesehen? Wer auch immer das war, ist gefeuert!
494269375	Die Schicht ist um, McBane.
457395387	Der Sheriff ist dieses Mal nicht hier, McBane.
1246625244	Das war es. Alles erledigt.
229843799	Das war der Letzte.
180798282	Jetzt zufrieden? Kannst du jetzt nachts wieder schlafen?
1309747097	Alles gut, Cooper. Lass uns zum Saloon zurückgehen. Unsere Drinks warten noch auf uns.
533890864	Gentlemen!
1478476489	Ich habe euch Whiskey aufgehoben.
720073865	Gracias, Señorita! Um diese Kerle musst du dir keine Sorgen mehr machen. Wir haben uns um sie gekümmert.
510662556	Ha, danke! Um diese Kerle musst du dir keine Sorgen mehr machen. Wir haben uns um sie gekümmert.
34839288	Ach, das ist lieb von dir, Hector. Ein wenig mehr Ruhe könnten wir hier gut gebrauchen.
332701184	Nun, Leute, ich muss mal weg. Könnt ihr bitte hier alles im Auge behalten?
1030933173	Überlass das uns!
610893039	Bedient euch. Ich bin gleich wieder da.
1485738270	Und, wie lange bist du schon hier?
1946867206	Ein paar Tage. Warum fragst du?
77927463	Hast du ihn gefunden? Weißt du, wo er ist?
571840546	Muss das jetzt sein?
963763010	Was zum Teufel ist los, Hector?
617268813	Ich mein ja nur. Wir hatten doch gerade so viel Spaß, warum jetzt alles verderben?
1148053107	Hey, ich bin nicht hier, um den guten Samariter zu spielen. Wir wissen beide, dass er für DeVitt arbeitet. Also sag mir einfach, wo er ist.
303088882	Langsam, Amigo ... Das Letzte, was ich gehört habe, ist, dass er im Haus des Bürgermeisters ist. Nur ein kurzer Ritt auf den Berg.
177756232	Dann gibt es keinen Grund, noch mehr Zeit zu vergeuden.
1480880844	Bist du sicher, dass das eine gute Idee ist? Es wird spät.
1468771553	Ich habe das lange genug vor mir her geschoben.
1143410397	Was macht einen Tag schon für einen Unterschied? So, wie ich Frank kenne, wird er morgen immer noch dort sein.
1612691898	... Also gut. Dann morgen.
288677953	So gefällt mir das besser, Amigo. Und jetzt erzähl mal, was du so getrieben hast.
2129741644	
904743217	4 Handlanger der DeVitt Company umlegen
912253181	Hector hat eine Liste mit Leuten, die er tot sehen will. Beseitige sie auf beliebige Art und Weise.
1842506151	Jarvis
874828944	Jarvis versucht, beim Pferch den Bullen zu reiten. 
1933258732	McBane
714422562	McBane ist der Vorarbeiter an der Baustelle.
1691779768	Wild Marge
1513187451	Wild Marge befindet sich in der oberen Etage des Bordells.
1881451099	Der Duke
677991508	Der Duke patrouilliert mit seinen Handlangern durch die Straßen.
919104746	Zum Saloon zurückkehren
1033282544	Die Arbeit hier ist erledigt. Im Saloon warten ein paar Drinks.
795688174	Laudanum
2027941112	Im Bordell gibt es eine Flasche Laudanum. In hoher Dosierung ist das Mittel tödlich.
1277718823	Ochse
816766480	Wenn man den Ochsen ärgert, ist das für alle im Umfeld sehr ungesund.
1235638969	Instabile Wand
232533797	Ein wenig begabter Arbeiter hat diese Wand errichtet. Sie wird nur von einem Stück Seil gehalten.
115814410	Instabiles Schild
1101779295	Ein wenig begabter Arbeiter hat dieses Schild aufgestellt. Es wird nur von einem dünnen Stück Holz gehalten.
902105076	Whiskey
183908969	Wild Marge trinkt viel Whiskey. Das Dienstmädchen holt ihn aus diesem Fass.
541866882	Glocke
832290859	Die Kirchenglocke ist kürzlich heruntergefallen. Es wäre eine Schande, wenn das noch einmal passieren würde.
1017964628	Ah, Flagstone. Ein Ort wie viele andere. Das Leben hier ist ruhig, bis die Probleme anklopfen. Heute wird kein ruhiger Tag werden.
1031286426	Der Mann, den du dort siehst, ist Chester Goodwill – ein ziemlich nutzloser Typ und das perfekte Opfer für unsere heutige Herausforderung.
522016773	Meine Klienten möchten, dass du Mr Goodwill beseitigst und seine Leiche zur Kirche bringst. Schade nur, dass die halbe Stadt ihn gerade beobachtet. 
869608647	Vielleicht wäre ein Besuch im Bordell angebracht. Ich bin sicher, Miss O’Hara weiß die zusätzlichen Optionen zu schätzen.
447558083	Wie auch immer du vorgehst, sei versichert: Meine Klienten beobachten dich.
515758989	Ausgezeichnet. Ich bin sicher, Mr Goodwill weiß das sehr zu schätzen. Genau, wie meine Klienten deine Leistung zu schätzen wissen.
267284509	Chester Goodwill umbringen
178223830	Schalte den Verkäufer aus, der seine Waren mitten auf der Straße anbietet.
1901558278	Die Leiche vergraben
196637280	Ziehe Mr Goodwills Leiche zum Friedhof und wirf sie in den Sarg.
1473554651	Verkleiden
202354555	Kate kann eine Verkleidung von einer Prostituierten im Bordell von Flagstone besorgen.
979423799	Alle mal, bitte stillhalten.
1359697944	Einfach großartig!
1559499210	Und noch eins.
389220884	Ich glaube, diese Seite sieht noch stattlicher aus.
256272098	Ich hol noch 'ne Platte.
2031706714	Wie gefällt dir das neue Kleid, mein Täubchen?
21845656	Es ist wunderhübsch, Schatz.
986374359	Ausgezeichnet! Ich möchte, dass noch in vielen Jahren von diesem Tag gesprochen wird.
1065468858	Bürgermeister Higgins!
687118702	Was ist denn?
1301008775	Frank sagt, dass er ungeduldig wird.
1758863038	Psst! Nicht jetzt! Siehst du denn nicht, dass wir gerade beschäftigt sind?
1308103675	Tut mir leid, mein Täubchen. Ich muss mich leider wirklich darum kümmern.
1296826008	Mach dir um mich keine Sorgen, Schatz.
952763125	Warte hier, ich bin gleich wieder da.
2110419620	Lenkt Frank ab, ich brauche mehr Zeit. Ich muss mir unbedingt das Blumenarrangement ansehen.
1015183357	Ja, Sir.
1297511042	
855950524	Endlich. Ich dachte schon, er würde nie gehen.
820816475	Ich muss schnell sein. Holen, was ich brauche, und verschwinden, bevor ich vor den Altar gezerrt werde.
98129895	Zuerst brauche ich einen Schlüssel für die obere Etage.
1561478639	Ich glaube, sie hat einen Ersatzschlüssel. Sie wird wohl nichts dagegen haben, wenn ich mir ihn kurz borge.
533676105	Die Wachen werden mich nicht stören, solange ich mich nicht zu sehr daneben benehme.
452495515	Sobald ich ihn habe, schleiche ich durch die Tür der Bibliothek rein.
877447584	Zur oberen Etage ist der Zutritt verboten. Ich muss den Wachen ausweichen, bis ich das Büro erreiche.
332350569	Dort werde ich alles auf den Kopf stellen, bis ich gefunden habe, wonach ich suche.
898990293	Der Rest ist einfach: vom vorderen Balkon herunterspringen, ein Pferd stehlen und verschwinden.
1371716073	Also gut. Ich muss von hier verschwinden, bevor der Bräutigam beschließt, nach seiner Braut zu schauen.
1322652543	Ich sollte wirklich umkehren und diesen Schlüssel besorgen.
1028129373	Eins muss ich ihm lassen: Das Kleid ist wunderschön.
2133829287	Hmm ... Ich bezweifle, dass ich da hoch klettern kann.
1400608010	Ach, das wird wunderbar! Er hat schon so lange darauf gewartet, dass sie volljährig wird.
100557936	Ich wünschte, ich wäre mit ihm verheiratet. Dieser Deal mit der DeVitt Company hat ihn reich gemacht.
1064942264	Tja, wir können nicht alle so viel Glück haben wie Miss O’Hara.
1759505699	Bist du eifersüchtig oder neidisch?
2143813775	Gott, dieser Hund hasst mich. Das beruht aber auf Gegenseitigkeit.
1464230705	Ein schöner Tag für eine Hochzeit, nicht wahr?
2051394225	Du siehst entzückend aus, mein Liebling.
747427895	Ich freu mich so für dich, Schatz.
1490118977	Ich beneide dich nicht. Der Bürgermeister kann sehr aufbrausend sein.
726029901	Keine Sorge, Miss. Wir sind im Nu fertig.
482674795	Ich wette, dein Onkel ist stolz auf dich.
683819174	Sieh sich einer diese wunderschöne Braut an!
1433587847	Schon lustig, wie es gehen kann, was, Katey?
2120325	Suchen Sie etwas, Miss?
97955316	Sollten Sie nicht im Gästebereich sein?
1523934878	Großer Tag für Sie, hm?
1028481519	Hehe, was kann ich für Sie tun?
388369691	In einem Kleid eine Leiter hochsteigen? Wage es bloß nicht, Kate.
534769664	Hmm ... ein bisschen mehr so ... ja ... wunderbar.
1663330515	Aah ... Sie ist schon ein Schatz.
581988918	Aah, das ist nicht ganz richtig, oder? Na bitte.
8707816	Wie anmutig sie aussieht ... Ich wünschte, das wäre unsere Hochzeit.
326374384	Das sieht ein wenig krumm aus. Lass mich mal ... So! Perfekt!
1509212435	Eines Tages werde ich den Mut aufbringen ... Eines Tages.
1328032688	Noch ein klein wenig ... Ja ... Sehr schön.
1632605479	Hallo, Mary, dein Gang gefällt mir ... Nein ... Nein, das klingt nicht richtig.
798447257	Ha, das sieht dort ein wenig ungleichmäßig aus, oder? Aah, viel besser.
1340264399	Mary, ... ich habe dich nun schon eine ganze Weile beobachtet ... Oh, Gott, nein, das klingt unheimlich.
