English	英语
2041969087	选择麦考伊
1943500125	选择凯特
657133353	选择其他
1531102395	凸显所有
1187336011	激活决战模式
1076844111	保存路标
1242391234	执行决战模式
1784416254	重置决战模式 全部
1997124204	重置决战模式 库珀
2122390231	重置决战模式 麦考伊
2075995503	重置决战模式 赫克托
164389443	重置决战模式 凯特
889853637	重置决战模式 伊莎贝尔
1889610530	镜头随意旋转
2020784017	锥形视野标记
1412335462	快速保存
1246022481	快速加载
2102361814	跳过动画
885289735	重置镜头
1274816296	移除锥形视野标记
934400398	任务日志
93003420	切换背景技能
1209272936	技能盘
592088716	执行决战模式 库珀
194697378	执行决战模式 麦考伊
593481215	执行决战模式 赫克托
72661506	执行决战模式 凯特
1480016166	执行决战模式 伊莎贝尔
1434391743	中心视角
463301716	激活锥形视野
2134400581	选择技能1(未激活)
471100928	小地图
2045277445	移动镜头至鼠标光标
823722350	提示日志
1727065249	切换警报区域
546844236	快进
1683292453	决战模式 单个执行(1)
1319146528	决战模式 单个执行(2)
1754234124	全选
873052496	使用模式
683158720	镜头向左移动
1076162680	镜头向右移动
197477233	镜头向下移动
850968016	镜头向上移动
661448433	瞄准
1487160716	移动
1327285847	旋转、缩放
1412174204	锥形视野指针
195564649	取消行动
1744548455	拖动镜头
1676920717	多选
156619757	没有快速保存
1124342950	没有警报
1832680931	没有伤亡
1474987982	未被看到
1705478780	没有存档完成任务。
460965416	没有激活警报完成任务。
1031575441	没有杀人完成任务（除任务目标外）
866674594	没被检测到完成任务。
1055206746	不要使用枪支。
938248495	任务中不要存档。
1221439810	不要触发任何警报。
627762489	不要杀任何人。（除任务目标外）
1809394359	不要杀任何人。
2049843189	不要被看见。
1081723203	杀掉每个人
1406208931	速通：在{0}分钟内完成任务。
14063527	不要杀任何人，不要触发任何警报。
1148110388	把尸体藏在灌木丛、水井、房屋等处。
1428790442	不要熄灭任何灯，包括警卫携带的灯。
650066362	不要接触到水。
82324557	不杀害平民。
256810044	不踩上会发出响声的地方。
888490653	杀掉所有提灯守卫。
950140396	熄灭所有灯，包括警卫携带的灯。
1295376244	让一个守卫跟着你的脚印走{0}米。
1061741433	不要碰任何灌木丛或干草堆。
413325399	在困难难度中完成任务。
477910365	杀死所有人，除了平民。
1889045333	不要跳，也不要用梯子、绳子或常藤蔓。
121027725	不杀任何长衣守卫。
1666736140	杀死所有长衣守卫。
1895505204	不用伪装。
1511084033	不用伊莎贝尔的关联技能。
333914070	使{0}个目标的死亡看起来像一个/n意外。
1609551893	收听{0}个私人对话。
1261745902	埋葬乔希。
1871889850	同时杀死{0}个任务目标。
915982424	不要在火车轨道区域杀死或击倒任何人。
967883884	给死去的新郎照张相。
98710076	和库珀一起，从主阳台门进入大楼。
707714733	用加特林枪杀死{0}守卫。
1258018290	不用火把完成任务。
808979380	在赌局中战胜麦考伊。
1715221562	在赌局中战胜赫克托。
844798888	在油坑中烧死{0}个守卫。
618964374	不使用加特林枪。
678675062	在射击场拿到炸药。
1582186343	在采石场拿到炸药。
803215006	用圆木杀死{0}个守卫。
722051751	在采石场爆炸中同时杀死{0}守卫。
838084772	摧毁桥梁时杀死{0}个守卫。
318564945	先救出凯特或赫克托。
1156310251	同时杀死{0}个守卫。
1858403590	利用环境杀死{0}个守卫。
2025392807	不越过铁轨完成任务。
2133820715	不丢下伊莎贝尔完成任务。
178577080	用货车堵塞铁轨。
1571886098	用牛群堵塞铁轨。
244143939	用火车杀死{0}个守卫。
1481679492	解救所有平民。
1404372168	同时杀死{0}个强盗。
1091331607	用炸药杀死强盗。
1720218840	同时用库珀的硬币分散{0}个强盗的注意力。
1383672889	收集所有潜在嫌疑犯的代号和位置。
455186100	杀死所有嫌疑犯。
1825898325	不要杀死任何嫌疑犯。
2098414280	除了伊莎贝尔，其他人没有击倒或近战杀人。
2137533299	别用麦考伊狙击任何人。
634442317	打开所有笼子。
891213051	选择左边的路。
91772538	选择右边的路。
663038595	不要用库珀的技能。
1612499977	用狗杀死守卫。
142821827	用蒸汽轮杀死{0}名守卫。
1673149031	不要用干扰。
1024782232	对德维特使用精神控制。
438004702	用雕像杀死{0}个守卫。
690968489	不要使用库珀或凯特的技能。
668594279	穿过他左边的矿井。
367879890	穿过他右边的矿井。
961420766	不要拾取炸药。
1919873499	用炸药杀死{0}个人。
146886998	只拿麦考伊的装备。
775058415	只选择库珀。
1775990128	用落石杀死守卫。
273940849	不要和任何角色换位。
497682000	从左入口到达教堂。
347856056	从右入口到达教堂。
32670292	不要选择 {0}.
1663542660	无人生还。
1223921571	魔鬼峡谷/n(第一章)
961120359	很久以前
266826627	在墨西哥沙漠的某个地方，两个骑手接近了一个臭名昭著的歹徒的藏身之处。
1864224566	在墨西哥边境几英里处，一个古老村庄边缘的废墟，位于魔鬼峡谷的悬崖。/n/n有传言说一个声名狼藉的歹徒在这里藏身，一个叫弗兰克的人。/n/n今天，两个骑手从沙漠中走来，他们是赏金猎人，他们的任务是把弗兰克抓起来，不管是死是活。/n/n别人都失败的事，他们能成功吗？还是说他们会沦为秃鹫的食物？
773201330	经验丰富的赏金猎人詹姆斯·库珀和他的儿子约翰到达魔鬼峡谷。他们的目标是：躲过守卫该地区的许多匪徒，干掉臭名昭著的不法分子弗兰克。/n/n詹姆斯走在前面，要约翰低下头跟着他。
681032158	拜尔斯关口
2097221155	迟来的发薪日
1657883687	一列为德维特公司所拥有的火车正在开往石板镇的路上。在拜尔斯关口，它遇到了意想不到的路障。
801719185	一列满载货物的火车在新铺好的铁轨上行驶，蜿蜒在落基山的风景线上。/n/n它的货车上挂着德维特公司的牌子，刚在丹佛装货，现在把人和货物运往石板镇这个山区小镇。/n/n当列车进出拜尔斯时，乘客的心情有些忐忑。匪徒在这块区域上横行霸道，而德维特公司在最近的一个月里失去了更多的火车。/n/n也许这一次雇佣来护送火车的雇佣兵足以阻止任何袭击者。
1457201141	约翰·库珀正坐在开往石板镇的火车上，突然，在拜尔斯关口，他的坐骑遭到土匪的伏击。他还没被发现，但任务非常明确。/n/n如果库珀要遵守在石板镇的约定，他就必须先解决强盗的问题。
1181215471	石板镇
1786599235	石板镇的麻烦
111549301	约翰·库珀来石板镇是来见老朋友的。没过多久就遇到了麻烦。
180909580	石板镇坐落在科罗拉多州落基山脉山峰之间。这里的店主，农民，铁匠和酒吧都在追求他们的日常事业。/n/n德维特公司的工人们在继续修建/n贯穿全城的新铁路，并与当地人打成一片。/n/n当库珀一抵达石板镇，他就奔向那间除了几个常客之外空无一人的酒馆。/n/n酒吧女招待给他倒了一杯威士忌，他一边喝一边等老朋友来。
1776442636	在石板镇的一家酒馆里，库珀遇见了他的老朋友赫克托。/n/n他们两个一下子惹上了麻烦，因为他们从德维特公司招惹了几个恐吓镇上居民的工人。没多久就有更多的人来了。/n/n库珀和赫克托从后门溜出去，决定给德维特工人上一课......干掉他们的领导。 
842780950	希金斯庄园
1899333205	直至死亡将我们分离
1739483129	叫弗兰克的男人就在希金斯镇长的庄园里。/n/n约翰·库珀去了那里，不知道有人在那里为她的婚礼做准备。
807976695	从石板镇上山，只要半小时车程就到了希金斯镇长新建的庄园。/n/n在与德维特公司达成某些交易后，希金斯获得了可观的财富，他不遗余力地为自己简陋的住所提供最新的奢侈品。/n/n最近，整个庄园都在忙着筹备婚礼。虽然被指责多年，但希金斯镇长终于说服了他毕生的挚爱与之结下了不解之缘。/n/n然而，他并不知道，新娘在这一天有自己的计划。
1283415255	凯特·欧哈拉愚弄了希金斯镇长，使他相信她会嫁给他。她真正的目标是进入他的办公室，在那里她想找回一些有价值的东西。/n/n她只需要钥匙和一个机会。/n/n与此同时，库珀和赫克托也将前往镇长的庄园。库珀偷偷溜进去寻找那个叫弗兰克的人。他决定去镇长办公室。/n/n如果出了差错，他会快速撤离。
2019794291	欧哈拉的牧场
290492088	江湖五侠
85886816	夜幕降临时，德维特公司的袭击者将突袭欧哈拉牧场。库珀答应凯特会帮助她。
1643626384	欧哈拉牧场坐落在石板镇以西的一个岩石山谷里，这是一个很大的基地，有各种各样的农作物和牲畜。/n/n这个牧场由凯特的叔叔伊恩·欧哈拉和几个农场主经营。这是伊恩叔叔的骄傲和快乐。这个地方从凯特九岁起就一直是她的家。/n/n现在这个家有危险了。夜幕降临，德维特公司派来的人将接管牧场。但是凯特和她叔叔不会不轻易放弃。/n/n当库珀骑着马去石板镇去寻求帮助时，赫克托帮助他们为即将到来的袭击做准备。
386862158	德维特公司决心把凯特和她叔叔赶出农场。/n/n凯特不愿意放弃，她向约翰·库珀求助，答应他提供弗兰克的信息作为回报。/n/n当库珀、凯特和她叔叔在农舍里做准备，麦考伊和赫克托却呆在外面。/n/n他们的目标是：把进攻者一个个打倒。
454130296	飞鹰瀑布
2006766685	飞鹰瀑布的大桥
1077297084	欧哈拉牧场得到了保护，但代价也很高。凯特决心永远离开德维特公司，她提出了一个危险的计划。
523395751	在石板镇以东北几英里处，雄鹰河从几百米深的峡谷中奔流而下。/n/n过去的旅行者必须找到方法绕过这个危险障碍，每年都有一些人会在这里摔死或被水流冲走。/n/n为了向西铺设铁轨，德维特公司建造了一座横跨峡谷的大型铁路桥，附近有一个火车站和其他设施。/n/n公司的火车每天都要经过大桥，运送新的人员和材料到石板镇上。
826928811	在她叔叔死后，凯特想把她在德维特公司的家解放出来。/n/n为了防止更多的人到达石板镇，她计划炸毁飞鹰瀑布的铁路桥。/n/n 其他人同意帮忙。他们一起前往飞鹰瀑布，潜入大桥附近的德维特设施。/n/n他们的计划很简单：在这个地区寻找炸药，然后向下走向地基，把桥炸上天。
1500406185	恶魔峡谷/n(第二章)
1283981450	一击命中
1255827485	在回忆中，年轻的约翰·库珀在等待父亲的归来......
99540809	恶魔的峡谷。这是一个有很多故事的地方。它可以说是实至名归，很少有人能有幸福的结局。/n/n这里依次被土著居民、定居者、金矿矿工和最常见的土匪所占据，他们的每一个居民都将其前任的血洒在尘土飞扬的地上。/n/n很久以前，那个叫弗兰克人和他的手下一起来了，把这个地方占为己有。/n/n在未来的岁月里，许多赏金猎人越过边境追捕弗兰克。其中之一是詹姆斯·库珀。
1582007492	年轻的约翰·库珀还在等他父亲回来。然后他听到了枪声。/n/n过了一会儿，弗兰克的几个人跑到他的藏身之处，开始搜查这个地区。看来出了点问题。/n/n库珀拿着他父亲给他的刀，向着教堂走去。
1581878624	巴顿鲁日
1291349659	一夜难眠
2081499567	经过几个星期的旅行，这伙人在巴顿鲁日的一家酒吧里过夜。背部休息，歇歇腿。它们吃着饭喝着酒，分享着自己的故事，喝了很多很多酒。
