English	angielski
808795684	Użyj <hotkey>{0}</hotkey>, by kamera podążała za wybraną postacią, dopóki nie poruszysz kamery ręcznie.
94599441	Tryby śledzenia kamery
753717552	Możesz zmieniać tryby śledzenia kamery w menu opcji. Tryb standardowy daje graczowi najwięcej swobody.
907376899	Przeciąganie kamery
2027724162	Przytrzymaj <hotkey>{0}</hotkey>, by przeciągnąć kamerę.
1063320780	Zatrzymywanie się w trakcie wspinaczki
1755510902	Naciśnij <hotkey>{0}</hotkey>, by zatrzymać się w trakcie wspinaczki po drabinie, pnączach lub linie.
1836583362	Przenoszenie ciał w trybie porachunków
68164799	Jeśli podniesiesz ciało w trybie porachunków, możesz oszczędzić dodatkową akcję, by przenieść je i upuścić. Działa to również w przypadku akcji zabij i nieś.
240081232	Punkty orientacyjne w trybie porachunków
321945412	W trybie porachunków możesz ustawić jeden punkt orientacyjny dla każdej postaci.
1843019443	Informacje o posiłkach
72136199	Naciśnij <hotkey>{0}</hotkey> lub przesuń kursor nad ikonę strażnicy, by zobaczyć rozmiar i rodzaj wsparcia, jakie otrzymają strażnicy w razie alarmu, a także liczebność rezerw.
1133491710	Przytrzymaj <hotkey>{0}</hotkey> i naciśnij <hotkey>{1}</hotkey> lub przesuń kursor nad ikonę strażnicy, by zobaczyć rozmiar i rodzaj wsparcia, jakie otrzymają strażnicy w razie alarmu, a także liczebność rezerw.
1806446353	Limit wsparcia
2073461372	Wraz z każdym kolejnym alarmem martwi lub związani strażnicy będą zastępowani ograniczonymi rezerwami z budynku strażnicy. Kiedy strażnica będzie pusta, nie pojawi się więcej wsparcia.
1306284367	Szczekające psy
1729303052	Szczekający pies nie spowoduje wszczęcia alarmu, lecz strażnicy znajdujący się w zasięgu słuchu przyjdą sprawdzić, co się stało.
1491777208	Stan ogłuszenia
1324369933	Jeśli strażnik zastanie innego strażnika ogłuszonego, ocuci go i nie podniesie alarmu. Jednakże, jeśli będzie świadkiem ogłuszenia innego strażnika lub znajdzie go związanego, podniesie alarm.
242717582	Wabienie Długich Płaszczy
841587656	Długie Płaszcze są odporne na wabiki, lecz nadal zwracają uwagę na ślady stóp i zgaszone lampy.
230296262	Wystrzały jako wabik
1005629954	Jeśli masz dość odwagi, możesz wykorzystać huk strzału jako przynętę. Spowoduje to podniesienie alarmu, lecz równocześnie zwabi do miejsca, w którym się znajdujesz, duże grupy wrogów, w tym Długie Płaszcze.
2134260994	Kontrolowanie umysłów Długich Płaszczy
705025876	Długie Płaszcze są odporne na kontrolę umysłu Isabelle. Można przejąć nad nimi kontrolę tylko, gdy są ogłuszeni.
656581142	Kontrola umysłu - sprawcy
1599654236	Dokonanie zabójstwa strażnikiem, na którym ciąży kontrola umysłu, uczyni go sprawcą. Jeśli inni strażnicy zobaczą morderstwo, zaatakują sprawcę. Jeśli znajdą nieprzytomnego sprawcę w pobliżu ofiary, zwiążą go.
97437742	Sprawcy i Długie Płaszcze
335053795	Jeśli Długi Płaszcz zostanie ogłuszony przez strażnika, na którym ciąży kontrola umysłu, zapamięta twarz sprawcy i zastrzeli go następnym razem, kiedy go zobaczy.
1258883271	Kontrola umysłu - umiejętności
1486407837	Umiejętności dostępne podczas kontroli umysłu zależą od ofiary. Strażnicy mogą dokonać zabójstwa przy pomocy niesionej broni. Cywile mogą wołać o pomoc, by zwabiać strażników.
1289329808	Połączenie i odwracanie uwagi
759975619	Jeśli dwóch strażników jest połączonych i jeden z nich usłyszy odwracający uwagę hałas (np. monetę Coopera), obaj spojrzą w kierunku, z którego dobiega.
2003290337	Połączenie i wabiki
241375047	Jeśli dwóch strażników jest połączonych i jeden z nich zostanie czymś zwabiony (np. torbą McCoya), drugi także podejdzie kilka kroków w stronę przynęty, a następnie zreflektuje się i wróci na stanowisko.
1911833233	Połączenie i rodzaje obrażeń
477939682	Połączenie zawsze przenosi ten sam rodzaj obrażeń. Jeśli zabijesz strażnika, połączony z nim partner również zginie. Jeśli go ogłuszysz, drugi również padnie nieprzytomny.
400560812	Połączenie i Długie Płaszcze
1973720970	Długie Płaszcze mogą zostać ogłuszone w wyniku otrzymania obrażeń przez połączonego strażnika. Efektem zawsze będzie ogłuszenie, nawet jeśli rodzaj obrażeń zabiłby ich na miejscu (np. topór Hektora).
696649581	Połączenie i umiejętności oślepiające
137918846	Jeśli dwóch strażników jest połączonych i jeden z nich zostanie oślepiony (np. przez perfumy Kate), drugi również zostanie oślepiony.
331045493	Poruszanie się kota
753041168	Kot Isabelle potrafi wspinać się po drabinach, pnączach i linach. Nie potrafi jednak pływać.
2127142431	Kradzież kieszonkowa
602778606	Jeśli strażnik ma przy sobie ważny przedmiot, Kate może ukraść go z kieszeni wroga.
801171987	Płytka woda i ciała
735202007	W płytkiej wodzie można ukrywać ciała.
1288975608	Zapalanie pochodni
127998834	Możesz zapalić swoją pochodnię od każdego źródła ognia w otoczeniu, w tym od innych pochodni.
139855627	Pochodnie i krzaki
1348930656	Przykucnięcie w krzakach spowoduje zgaszenie pochodni. 
328319678	Ciała po zabójstwach przy pomocy otoczenia
2026724582	Możesz używać ciał pozostałych po zabójstwach przy pomocy otoczenia jako wabików, nie wywołując alarmu.
1591065676	Rzucanie ciałami
301069101	Jeśli rzucisz ciałem w innego strażnika, zostanie on ogłuszony. Jeden rzut nie jest w stanie ogłuszyć kilku strażników.
185053908	Narzędzie zbrodni
641428549	Podniesienie narzędzia zbrodni (np. noża Coopera) w strefie cywilnej liczy się jako wrogie działanie.
669781329	Lampy i nafta
2095483471	Jeśli zabijesz osobę stojącą w kałuży nafty i trzymającą lampę, upuszczona lampa spowoduje podpalenie kerozyny.
1607728182	Połączenie
310446603	Połączenie to bardzo wszechstronna umiejętność. Wypróbuj ją z różnymi celami i efektami.
1845298713	Kontrola umysłu
603912455	Kontroli umysłu można używać w różnych celach. Wypróbuj ją, jeśli szukasz nowego rozwiązania jakiegoś problemu.
739788697	Wabienie w nocy
591367716	W nocy możesz umieszczać wabiki (takie jak torba McCoya) w oświetlonych miejscach, by łatwiej było je widać z większej odległości.
825197218	Nie spiesz się
217894750	Nie musisz ukończyć każdej misji za jednym zamachem. Możesz zapisać grę w dowolnym momencie i wrócić ze świeżą perspektywą.
876399661	Nóż
1749163056	Pozwala zabić wroga z bliskiej odległości.
1589031175	Cios pięścią
1638963563	Pozwala ogłuszyć wroga z bliskiej odległości.
1031684057	Stary Colt 1851 Navy
567933229	Strzel do wroga z rewolweru Colt 1851 Navy. Można go sparować z rewolwerem Remington 1858.
943917545	Remington 1858
834457639	Strzel do wroga z rewolweru Remington 1858. Można go sparować z rewolwerem Colt 1851 Navy.
1646673140	Fałszywa moneta
63345104	Rzuć fałszywą monetą, by spowodować hałas. Wrogowie znajdujący się w zasięgu odwrócą się w stronę jego źródła.
1584617927	Rzut nożem
1858999661	Rzut nożem
1371261109	Rzuć nożem, by zabić wroga z odległości. Nóż trzeba podnieść z powrotem.
1109372431	Rzuć nożem, by zabić wroga z odległości. Nóż trzeba podnieść z powrotem.
1881764354	Topór
1636874639	Pozwala zabić wroga z bliskiej odległości. Jest w stanie zabijać Długie Płaszcze.
1879142254	Kamienna pięść
771797553	Pozwala ogłuszyć wroga z bliskiej odległości. Jest w stanie ogłuszać Długie Płaszcze.
1245144391	Bianka
1307582697	Podłóż Biankę (pułapkę na niedźwiedzie). Zabija pierwszego wroga, który na niej stanie. Potem trzeba ją podnieść z powrotem.
1821780181	Nie-Bianka
620431163	Podłóż nie-Biankę (grabie). Ogłusza pierwszego wroga, który na niej stanie. Potem trzeba ją podnieść z powrotem.
1246149011	Gwizdanie
823392386	Zagwiżdż, by spowodować hałas. Wrogowie znajdujący się w zasięgu podejdą do miejsca, w którym przebywa Hektor.
1909121017	Zacny trunek
473693194	Wypij łyk, by uleczyć Hektora. Zbyt mocny dla innych postaci.
2029916213	Obrzyn
930899656	Strzel do wrogów z obrzyna. Trafia wszystkie cele w zasięgu rażenia.
2030315960	Fiolka z bagiennym gazem
1935924802	Rzuć fiolką z bagiennym gazem. Ogłusza wszystkich wrogów w zasięgu. Nie działa na Długie Płaszcze.
2008559261	Strzykawka
439476221	Pozwala zabić wroga z bliskiej odległości.
577578858	Chloroform
1468800898	Pozwala ogłuszyć wroga z bliskiej odległości.
652519200	Colt Buntline Special
944782434	Zastrzel wroga z rewolweru Colt Buntline Special. Długi zasięg, dość mało hałasu.
1992836515	Torba lekarska
1392794492	Połóż torbę lekarską. Pierwszy wróg, który ją spostrzeże, podejdzie, by ją zabrać. Jeśli zostanie otwarta, oślepia na chwilę cel.
308968697	Bandaże
596884874	Ulecz siebie lub sojusznika.
2090032874	Przebranie
1951322218	Załóż przebranie, by zmylić wrogów. Jeśli zobaczą, że robisz coś podejrzanego, zdemaskują cię.
581063006	Zwabianie
1332211106	Zwab wroga w miejsce oddalone od jego posterunku.
706585068	Flirt
73015201	Flirtuj z wrogiem, by nie widział świata poza tobą.
1107428992	Kopnięcie
1155721602	Pozwala ogłuszyć wroga z bliskiej odległości.
1810692848	Derringer
750399255	Strzel do wroga z pistoletu Derringer. Ma średni zasięg, jest prawie niesłyszalny.
1222475897	Fiolka perfum
342608998	Rzuć fiolką perfum. Sprawia, że wrogowie zaczynają kichać, co na chwilę ich oślepia.
1986695873	Sierp
1125828588	Pozwala zabić wroga z bliskiej odległości.
1431956252	Cios pięścią
1300156090	Pozwala ogłuszyć wroga z bliskiej odległości.
1770076751	Połączenie
465512209	Połącz dwa żywe cele. Wszystko, co przydarzy się jednemu z nich, działa również na drugiego.
2145567661	Kontrola umysłu
321059560	Poświęć punkt zdrowia, by przejąć kontrolę nad celem. Użycie innej umiejętności lub wyjście celu poza zasięg zakończy działanie kontroli umysłu.
1491564257	Stella
279559842	Wyślij Stellę w celu odwrócenia uwagi wroga przez krótki czas.
611738972	Bieluń
968396522	Ulecz siebie lub sojusznika.
1533369021	Zakończ kontrolę umysłu
751024683	Przestań kontrolować cel. Jeśli był to człowiek, zostanie on ogłuszony.
1424974583	Kontrola umysłu - strzelanie
1599288725	Rozkaż wrogowi kogoś zastrzelić. Nie powoduje podniesienia alarmu. Jeśli akcja zostanie wykryta, wróg zostanie zabity.
478202770	Kontrola umysłu - atakowanie
2010965602	Rozkaż wrogowi kogoś zaatakować. Nie powoduje podniesienia alarmu. Jeśli akcja zostanie wykryta, wróg zostanie zabity.
1483614186	Kontrola umysłu - szczekanie psów
46529980	Rozkaż psu zaszczekać. Wrogowie znajdujący się w zasięgu podejdą do niego.
1607481843	Kontrola umysłu - bycze rogi
410027463	Rozkaż bykowi zaatakować kogoś rogami. Zabija wszystkie cele, na które byk zaszarżuje. Nie powoduje podniesienia alarmu.
834805114	Kontrola umysłu - kopnięcie konia
641060966	Rozkaż koniowi kopnąć w tył. Ogłusza każdego, kto stoi za koniem.
1644388442	Kontrola umysłu - gdakanie
714891915	Rozkaż kurczakowi zagdakać. Wrogowie znajdujący się w zasięgu podejdą sprawdzić źródło hałasu.
1712320263	Kontrola umysłu - krzyk
1316379827	Rozkaż cywilowi zawołać o pomoc. Wrogowie znajdujący się w zasięgu podejdą do niego.
896927936	Rzut ciałem
17267270	Rzuć niesionym ciałem lub ciałami.
821428773	Rzut pochodnią
588915567	Rzuć niesioną pochodnią.
1984069581	Rzut dynamitem
555920882	Rzuć niesionym dynamitem.
362396072	Upuszczenie dynamitu
1035681317	Upuść niesiony dynamit.
473075316	Rzuć
1136665942	Rzuć niesionym przedmiotem.
31843472	Zasięg: 4.
47662936	Pozwala ogłuszyć wroga z bliskiej odległości.
1953083019	Niesiesz jakiś przedmiot. Upuść go, by wykonać inne akcje.
792045766	Rzut pieniędzmi
281411138	Połóż pieniądze na ziemi. Pierwszy wróg, który je spostrzeże, podejdzie, by je podnieść.
1178284261	Tryb interakcji
237652163	Pozwala ci używać obiektów z otoczenia.
1177887152	Pozycja w ruchu
393061807	Przełączaj się między staniem, a kucaniem.
1023909297	Tryb porachunków
1779079610	Zaplanuj jedną akcję dla każdej postaci. Pauzuje grę.
1057175114	Uruchomienie trybu porachunków
1365900095	Wykonaj wszystkie zaplanowane akcje. Kończy pauzę gry.
1493216623	Wykonaj pojedynczą akcję.
1420882900	Wykonaj tylko tę akcję.
426824287	Zresetuj tryb porachunków
1929244517	Zresetuj wszystkie zaplanowane akcje.
910575029	Dziennik
999285904	Przeglądaj cele misji, wskazówki, postęp w celu zdobycia odznak oraz dziennik dialogów.
1333667769	Podświetlenie
1891512789	Podświetl wrogów (na czerwono) i przedmioty, których możesz użyć (na biało).
1384505437	Strefy alarmowe
2101249610	Wyświetl strefy alarmowe./n Pokazuje, jacy strażnicy się pojawią, jeśli uruchomiony zostanie alarm.
511438133	Przewijanie do przodu
583532999	Przytrzymaj klawisz, aby przyspieszyć czas i skrócić czekanie.
210755940	Rozszerz mapę
1306747757	Rozszerz minimapę. Pokazuje również stanowiska strażników.
1029619217	Zresetuj kamerę
600743980	Wyśrodkuj kamerę na zaznaczonej aktualnie postaci i zresetuj jej rotację do wartości zalecanej.
1848674402	Obróć w lewo
1807927786	Przytrzymaj klawisz, aby obrócić kamerę odwrotnie do ruchu wskazówek zegara.
73412201	Obróć w prawo
2017613828	Przytrzymaj klawisz, aby obrócić kamerę zgodnie z ruchem wskazówek zegara.
196521541	Przybliżanie
1614643182	Przybliż kamerę.
2009084322	Oddalanie
66070141	Oddal kamerę.
1175911774	Szybki zapis
1496729342	Kliknij, by wykonać szybki zapis./nPamiętaj: możesz wyłączyć przypomnienia o zapisie gry w menu opcji.
342483686	Wyjście z trybu porachunków.
1693433514	Wyjdź z trybu. Zaplanowane akcje zostaną zapisane.
1262042390	Zasięg
953856822	Czas trwania
1354711653	Czas odnowienia
538458455	Zasięg hałasu
1395075531	Zasięg efektu
1968769858	Czas przygotowania
658508894	Czas umierania
693330154	Leczenie
44714549	Pełne (tylko Hektor)
1351320459	+{0} (tylko Isabelle)
1788577267	Umiejętności pasywne
594543312	Może wspinać się po <passiveAbilityName>drabinach</passiveAbilityName>, <passiveAbilityName>pnączach</passiveAbilityName> i <passiveAbilityName>linach.</passiveAbilityName>
1263588832	Może wspinać się po <passiveAbilityName>drabinach.</passiveAbilityName>
764039211	Może <passiveAbilityName>nieść</passiveAbilityName> jedno ciało (stojąc, normalna prędkość).
1826755276	Może <passiveAbilityName>nieść</passiveAbilityName> dwa ciała (stojąc, szybko).
30354001	Może <passiveAbilityName>ciągnąć</passiveAbilityName> jedno ciało (kucając, wolno).
1634612996	<passiveAbilityCannot>Nie może</passiveAbilityCannot> <passiveAbilityName>nieść</passiveAbilityName> ciał.
2052156763	Potrafi <passiveAbilityName>pływać.</passiveAbilityName>
597313321	<passiveAbilityCannot>Nie potrafi pływać.</passiveAbilityCannot>
1269477099	Desperados III
971883982	Przystosowany do gry w Desperados III oraz dla fanów taktycznych gier rozgrywanych w czasie rzeczywistym.
2074961100	Ten schemat sterowania jest typowy dla gier taktycznych. {0} zaznacza postać, {1} umożliwia ruch, {2}, {3}, {4}, {5} i {6} służą do używania umiejętności.
825544575	Klasyczna strategia czasu rzeczywistego
2057998057	Przystosowany dla miłośników strategii. Przyciski odpowiadające za wybór i ruch są zamienione. Umiejętności używa się za pomocą klawiszy Q, W, E, R i T.
1635060042	Ten schemat sterowania jest używany w większości tradycyjnych gier strategicznych oraz MOBA. {0} zaznacza postać, {1} umożliwia ruch, {2}, {3}, {4}, {5} i {6} służą do używania umiejętności.
1097308533	Ruch kamery przy pomocy klawiszy WSAD
1871084952	Te schemat jest oparty o schemat Desperados III w zakresie poruszania się i zaznaczania postaci. Został jednak zmieniony tak, by umożliwić ruch kamery za pomocą klawiszy WSAD zamiast strzałek.
669018033	Ten alternatywny schemat sterowania ma zastosowanie tylko dla użytkowników myszy i klawiatury.
1358490674	Tutaj możesz dostosować istniejące schematy sterowania oraz tworzyć nowe. Zmiany zostają zastosowane automatycznie. Możesz zmieniać schematy, używając przełącznika obok przycisku./n/nAktywny: {0}
1602189665	Twoje własne ustawienia.
1524376688	Gracz
1873916024	Kamera
766903264	Menu
960651577	Koło interfejsu
1421349032	Przerywnik wideo
1080899783	Ogólne
613153956	Pole widzenia
555507018	GeneralNoCutscene
1866829885	KONFLIKT!
1008156003	Do tego przycisku jest już przypisana akcja. Kontynuować mimo to? {0}
1660462859	PRZYPISZ PONOWNIE
1058572889	Naciśnij dowolny przycisk, by przypisać tę akcję do innego przycisku.
178427384	Akcje:
774853068	Wyczyść funkcję przycisku
584715733	Prawy drążek
1284445229	Lewy drążek
1561855749	---
116814068	Stwórz nowy schemat, by zmienić funkcje przycisków
